uid,pr_link,repo,pr_title,link_index,link,label_word,link_count,media_type,isGithub,rank
369,https://github.com/flutter/flutter/pull/32253,flutter/flutter,Roll engine 0e500daac83b..df79d63a7387 (20 commits),8,https://github.com/flutter/flutter/issues/8869,#8869,19,,,8
369,https://github.com/flutter/flutter/pull/32253,flutter/flutter,Roll engine 0e500daac83b..df79d63a7387 (20 commits),9,https://github.com/flutter/engine/issues/8866,flutter/engine#8866,19,,,9
369,https://github.com/flutter/flutter/pull/32253,flutter/flutter,Roll engine 0e500daac83b..df79d63a7387 (20 commits),10,https://github.com/flutter/engine/issues/8864,flutter/engine#8864,19,,,10
370,https://github.com/excalidraw/excalidraw/pull/3992,excalidraw/excalidraw,chore(deps): bump tmpl from 1.0.4 to 1.0.5,0,https://github.com/daaku/nodejs-tmpl,tmpl,5,,,2
370,https://github.com/excalidraw/excalidraw/pull/3992,excalidraw/excalidraw,chore(deps): bump tmpl from 1.0.4 to 1.0.5,1,"https://github.com/daaku/nodejs-tmpl/commits/v1.0.5"">compare","https://github.com/daaku/nodejs-tmpl/commits/v1.0.5"">compare",5,,,1
370,https://github.com/excalidraw/excalidraw/pull/3992,excalidraw/excalidraw,chore(deps): bump tmpl from 1.0.4 to 1.0.5,2,https://dependabot-badges.githubapp.com/badges/compatibility_score?dependency-name=tmpl&package-manager=npm_and_yarn&previous-version=1.0.4&new-version=1.0.5,![Dependabot compatibility score,5,,,3
370,https://github.com/excalidraw/excalidraw/pull/3992,excalidraw/excalidraw,chore(deps): bump tmpl from 1.0.4 to 1.0.5,3,https://docs.github.com/en/github/managing-security-vulnerabilities/about-dependabot-security-updates#about-compatibility-scores,https://docs.github.com/en/github/managing-security-vulnerabilities/about-dependabot-security-updates#about-compatibility-scores,5,,,4
370,https://github.com/excalidraw/excalidraw/pull/3992,excalidraw/excalidraw,chore(deps): bump tmpl from 1.0.4 to 1.0.5,4,https://github.com/excalidraw/excalidraw/network/alerts,Security Alerts page,5,,,5
371,https://github.com/pytorch/pytorch/pull/77107,pytorch/pytorch,[SR] Warm up predictor with cached StaticRuntime instance,0,https://github.com/ezyang/ghstack,ghstack,8,,,8
371,https://github.com/pytorch/pytorch/pull/77107,pytorch/pytorch,[SR] Warm up predictor with cached StaticRuntime instance,1,https://github.com/pytorch/pytorch/issues/75271,#75271,8,,,2
371,https://github.com/pytorch/pytorch/pull/77107,pytorch/pytorch,[SR] Warm up predictor with cached StaticRuntime instance,2,https://github.com/pytorch/pytorch/issues/75037,#75037,8,,,3
371,https://github.com/pytorch/pytorch/pull/77107,pytorch/pytorch,[SR] Warm up predictor with cached StaticRuntime instance,3,https://github.com/pytorch/pytorch/issues/77107,#77107,8,,,1
371,https://github.com/pytorch/pytorch/pull/77107,pytorch/pytorch,[SR] Warm up predictor with cached StaticRuntime instance,4,https://github.com/pytorch/pytorch/issues/74928,#74928,8,,,4
371,https://github.com/pytorch/pytorch/pull/77107,pytorch/pytorch,[SR] Warm up predictor with cached StaticRuntime instance,5,https://github.com/pytorch/pytorch/issues/74782,#74782,8,,,5
371,https://github.com/pytorch/pytorch/pull/77107,pytorch/pytorch,[SR] Warm up predictor with cached StaticRuntime instance,6,https://our.internmc.facebook.com/intern/diff/D35264817/,D35264817,8,,,6
371,https://github.com/pytorch/pytorch/pull/77107,pytorch/pytorch,[SR] Warm up predictor with cached StaticRuntime instance,7,https://our.internmc.facebook.com/intern/diff/D35264817/,Phabricator,8,,,7
372,https://github.com/bitcoin/bitcoin/pull/33099,bitcoin/bitcoin,ci: allow for any libc++ intrumentation & use it for TSAN,0,https://github.com/bitcoin/bitcoin/issues/33087,#33087,3,,,1
372,https://github.com/bitcoin/bitcoin/pull/33099,bitcoin/bitcoin,ci: allow for any libc++ intrumentation & use it for TSAN,1,https://github.com/bitcoin/bitcoin/pull/32862#issuecomment-3114706601,#32862,3,,,2
372,https://github.com/bitcoin/bitcoin/pull/33099,bitcoin/bitcoin,ci: allow for any libc++ intrumentation & use it for TSAN,2,https://github.com/bitcoin/bitcoin/pull/33081,#33081,3,,,3
373,https://github.com/rust-lang/rust/pull/151080,rust-lang/rust,fix(build-manifest): enable docs target fallback for `rustc-docs`,0,https://github.com/rust-lang/rustup/issues/3717,#3717,3,,,1
373,https://github.com/rust-lang/rust/pull/151080,rust-lang/rust,fix(build-manifest): enable docs target fallback for `rustc-docs`,1,https://github.com/rust-lang/rust/issues/150598,#150598,3,,,2
373,https://github.com/rust-lang/rust/pull/151080,rust-lang/rust,fix(build-manifest): enable docs target fallback for `rustc-docs`,2,https://rust-lang.zulipchat.com/#narrow/channel/242791-t-infra/topic/rustc.20docs.20dist.20path/with/565443290,Zulip thread,3,,,3
374,https://github.com/kubernetes/kubernetes/pull/113567,kubernetes/kubernetes,Automated cherry pick of #113521: added backend hashing to winkernel proxier,0,https://github.com/kubernetes/kubernetes/issues/113521,#113521,3,,,1
374,https://github.com/kubernetes/kubernetes/pull/113567,kubernetes/kubernetes,Automated cherry pick of #113521: added backend hashing to winkernel proxier,1,https://github.com/kubernetes/kubernetes/issues/113521,#113521,3,,,2
374,https://github.com/kubernetes/kubernetes/pull/113567,kubernetes/kubernetes,Automated cherry pick of #113521: added backend hashing to winkernel proxier,2,https://git.k8s.io/community/contributors/devel/sig-release/cherry-picks.md,cherry pick requests,3,,,3
375,https://github.com/mui/material-ui/pull/43559,mui/material-ui,Bump nx to ^19.6.4,0,https://nx.dev,nx,36,,,2
375,https://github.com/mui/material-ui/pull/43559,mui/material-ui,Bump nx to ^19.6.4,1,https://redirect.github.com/nrwl/nx/tree/HEAD/packages/nx,source,36,,,3
375,https://github.com/mui/material-ui/pull/43559,mui/material-ui,Bump nx to ^19.6.4,2,https://renovatebot.com/diffs/npm/nx/19.6.3/19.6.4,`^19.6.3` -> `^19.6.4`,36,,,1
375,https://github.com/mui/material-ui/pull/43559,mui/material-ui,Bump nx to ^19.6.4,3,https://developer.mend.io/api/mc/badges/age/npm/nx/19.6.4?slim=true,![age,36,,,4
375,https://github.com/mui/material-ui/pull/43559,mui/material-ui,Bump nx to ^19.6.4,5,https://developer.mend.io/api/mc/badges/adoption/npm/nx/19.6.4?slim=true,![adoption,36,,,5
375,https://github.com/mui/material-ui/pull/43559,mui/material-ui,Bump nx to ^19.6.4,7,https://developer.mend.io/api/mc/badges/compatibility/npm/nx/19.6.3/19.6.4?slim=true,![passing,36,,,6
375,https://github.com/mui/material-ui/pull/43559,mui/material-ui,Bump nx to ^19.6.4,9,https://developer.mend.io/api/mc/badges/confidence/npm/nx/19.6.3/19.6.4?slim=true,![confidence,36,,,7
375,https://github.com/mui/material-ui/pull/43559,mui/material-ui,Bump nx to ^19.6.4,11,https://redirect.github.com/nrwl/nx/releases/tag/19.6.4,`v19.6.4`,36,,,8
375,https://github.com/mui/material-ui/pull/43559,mui/material-ui,Bump nx to ^19.6.4,12,https://redirect.github.com/nrwl/nx/compare/19.6.3...19.6.4,Compare Source,36,,,9
375,https://github.com/mui/material-ui/pull/43559,mui/material-ui,Bump nx to ^19.6.4,13,https://redirect.github.com/nrwl/nx/pull/27640,#&#8203;27640,36,,,10
376,https://github.com/flutter/flutter/pull/156256,flutter/flutter,Roll Flutter Engine from bc5f9fc80b06 to ee926283f8a1 (3 revisions),0,https://github.com/flutter/engine/compare/bc5f9fc80b06...ee926283f8a1,https://github.com/flutter/engine/compare/bc5f9fc80b06...ee926283f8a1,8,,,4
376,https://github.com/flutter/flutter/pull/156256,flutter/flutter,Roll Flutter Engine from bc5f9fc80b06 to ee926283f8a1 (3 revisions),1,https://github.com/flutter/engine/issues/55635,flutter/engine#55635,8,,,1
376,https://github.com/flutter/flutter/pull/156256,flutter/flutter,Roll Flutter Engine from bc5f9fc80b06 to ee926283f8a1 (3 revisions),2,https://github.com/flutter/engine/issues/55665,flutter/engine#55665,8,,,2
376,https://github.com/flutter/flutter/pull/156256,flutter/flutter,Roll Flutter Engine from bc5f9fc80b06 to ee926283f8a1 (3 revisions),3,https://github.com/flutter/engine/issues/55638,flutter/engine#55638,8,,,3
376,https://github.com/flutter/flutter/pull/156256,flutter/flutter,Roll Flutter Engine from bc5f9fc80b06 to ee926283f8a1 (3 revisions),4,https://autoroll.skia.org/r/flutter-engine-flutter-autoroll,https://autoroll.skia.org/r/flutter-engine-flutter-autoroll,8,,,5
376,https://github.com/flutter/flutter/pull/156256,flutter/flutter,Roll Flutter Engine from bc5f9fc80b06 to ee926283f8a1 (3 revisions),5,https://github.com/flutter/flutter/issues/new/choose,https://github.com/flutter/flutter/issues/new/choose,8,,,8
376,https://github.com/flutter/flutter/pull/156256,flutter/flutter,Roll Flutter Engine from bc5f9fc80b06 to ee926283f8a1 (3 revisions),6,https://issues.skia.org/issues/new?component=1389291&template=1850622,https://issues.skia.org/issues/new?component=1389291&template=1850622,8,,,6
376,https://github.com/flutter/flutter/pull/156256,flutter/flutter,Roll Flutter Engine from bc5f9fc80b06 to ee926283f8a1 (3 revisions),7,https://skia.googlesource.com/buildbot/+doc/main/autoroll/README.md,https://skia.googlesource.com/buildbot/+doc/main/autoroll/README.md,8,,,7
377,https://github.com/bitcoin/bitcoin/pull/13741,bitcoin/bitcoin,Only allocate a LevelDB block cache if LevelDB will actually use it,0,https://github.com/bitcoin/bitcoin/issues/12825,#12825,4,,,1
377,https://github.com/bitcoin/bitcoin/pull/13741,bitcoin/bitcoin,Only allocate a LevelDB block cache if LevelDB will actually use it,1,https://github.com/google/leveldb/issues/561,#561,4,,,2
377,https://github.com/bitcoin/bitcoin/pull/13741,bitcoin/bitcoin,Only allocate a LevelDB block cache if LevelDB will actually use it,2,https://github.com/bitcoin-core/leveldb/blob/bitcoin-fork/util/env_posix.cc#L202,here,4,,,3
377,https://github.com/bitcoin/bitcoin/pull/13741,bitcoin/bitcoin,Only allocate a LevelDB block cache if LevelDB will actually use it,3,https://github.com/bitcoin-core/leveldb/blob/bitcoin-fork/table/format.cc#L109,here,4,,,4
378,https://github.com/flutter/flutter/pull/73378,flutter/flutter,build ios-framework simulator slices for profile/release,0,https://github.com/flutter/flutter/issues/66474,#66474,3,,,1
378,https://github.com/flutter/flutter/pull/73378,flutter/flutter,build ios-framework simulator slices for profile/release,1,https://github.com/flutter/flutter/pull/73383,#73383,3,,,2
378,https://github.com/flutter/flutter/pull/73378,flutter/flutter,build ios-framework simulator slices for profile/release,2,https://github.com/flutter/flutter/issues/47930,#47930,3,,,3
379,https://github.com/pytorch/pytorch/pull/107907,pytorch/pytorch,improved error message for IO mismatch,0,https://github.com/ezyang/ghstack,ghstack,3,,,3
379,https://github.com/pytorch/pytorch/pull/107907,pytorch/pytorch,improved error message for IO mismatch,1,https://github.com/pytorch/pytorch/issues/107907,#107907,3,,,1
379,https://github.com/pytorch/pytorch/pull/107907,pytorch/pytorch,improved error message for IO mismatch,2,https://our.internmc.facebook.com/intern/diff/D48668059/,D48668059,3,,,2
380,https://github.com/flutter/flutter/pull/65552,flutter/flutter,Roll Engine from 564367b29781 to 059638452e41 (20 revisions),1,https://github.com/flutter/engine/issues/21070,flutter/engine#21070,23,,,1
380,https://github.com/flutter/flutter/pull/65552,flutter/flutter,Roll Engine from 564367b29781 to 059638452e41 (20 revisions),2,https://github.com/flutter/engine/issues/21067,flutter/engine#21067,23,,,2
380,https://github.com/flutter/flutter/pull/65552,flutter/flutter,Roll Engine from 564367b29781 to 059638452e41 (20 revisions),3,https://github.com/flutter/engine/issues/21066,flutter/engine#21066,23,,,3
380,https://github.com/flutter/flutter/pull/65552,flutter/flutter,Roll Engine from 564367b29781 to 059638452e41 (20 revisions),4,https://github.com/flutter/engine/issues/21065,flutter/engine#21065,23,,,4
380,https://github.com/flutter/flutter/pull/65552,flutter/flutter,Roll Engine from 564367b29781 to 059638452e41 (20 revisions),5,https://github.com/flutter/engine/issues/21064,flutter/engine#21064,23,,,5
380,https://github.com/flutter/flutter/pull/65552,flutter/flutter,Roll Engine from 564367b29781 to 059638452e41 (20 revisions),6,https://github.com/flutter/engine/issues/19267,flutter/engine#19267,23,,,6
380,https://github.com/flutter/flutter/pull/65552,flutter/flutter,Roll Engine from 564367b29781 to 059638452e41 (20 revisions),7,https://github.com/flutter/engine/issues/21063,flutter/engine#21063,23,,,7
380,https://github.com/flutter/flutter/pull/65552,flutter/flutter,Roll Engine from 564367b29781 to 059638452e41 (20 revisions),8,https://github.com/flutter/engine/issues/20984,flutter/engine#20984,23,,,8
380,https://github.com/flutter/flutter/pull/65552,flutter/flutter,Roll Engine from 564367b29781 to 059638452e41 (20 revisions),9,https://github.com/flutter/engine/issues/21049,flutter/engine#21049,23,,,9
380,https://github.com/flutter/flutter/pull/65552,flutter/flutter,Roll Engine from 564367b29781 to 059638452e41 (20 revisions),10,https://github.com/flutter/engine/issues/18712,flutter/engine#18712,23,,,10
381,https://github.com/flutter/flutter/pull/136998,flutter/flutter,Roll Flutter Engine from 2e5fb647a76f to 93023083b732 (1 revision),0,https://github.com/flutter/engine/compare/2e5fb647a76f...93023083b732,https://github.com/flutter/engine/compare/2e5fb647a76f...93023083b732,6,,,2
381,https://github.com/flutter/flutter/pull/136998,flutter/flutter,Roll Flutter Engine from 2e5fb647a76f to 93023083b732 (1 revision),1,https://github.com/flutter/engine/issues/47187,flutter/engine#47187,6,,,1
381,https://github.com/flutter/flutter/pull/136998,flutter/flutter,Roll Flutter Engine from 2e5fb647a76f to 93023083b732 (1 revision),2,https://autoroll.skia.org/r/flutter-engine-flutter-autoroll,https://autoroll.skia.org/r/flutter-engine-flutter-autoroll,6,,,3
381,https://github.com/flutter/flutter/pull/136998,flutter/flutter,Roll Flutter Engine from 2e5fb647a76f to 93023083b732 (1 revision),3,https://github.com/flutter/flutter/issues/new/choose,https://github.com/flutter/flutter/issues/new/choose,6,,,6
381,https://github.com/flutter/flutter/pull/136998,flutter/flutter,Roll Flutter Engine from 2e5fb647a76f to 93023083b732 (1 revision),4,https://issues.skia.org/issues/new?component=1389291&template=1850622,https://issues.skia.org/issues/new?component=1389291&template=1850622,6,,,4
381,https://github.com/flutter/flutter/pull/136998,flutter/flutter,Roll Flutter Engine from 2e5fb647a76f to 93023083b732 (1 revision),5,https://skia.googlesource.com/buildbot/+doc/main/autoroll/README.md,https://skia.googlesource.com/buildbot/+doc/main/autoroll/README.md,6,,,5
382,https://github.com/microsoft/terminal/pull/6993,microsoft/terminal,Add support for changing the active color scheme with an action,0,https://github.com/microsoft/terminal/issues/6689,#6689,3,,,1
382,https://github.com/microsoft/terminal/pull/6993,microsoft/terminal,Add support for changing the active color scheme with an action,1,https://github.com/microsoft/terminal/issues/5401,#5401,3,,,2
382,https://github.com/microsoft/terminal/pull/6993,microsoft/terminal,Add support for changing the active color scheme with an action,2,https://github.com/microsoft/terminal/issues/6904,#6904,3,,,3
383,https://github.com/pytorch/pytorch/pull/73460,pytorch/pytorch,Disable TF32 in some linalg functions,0,https://github.com/pytorch/pytorch/issues/67948,#67948,3,,,1
383,https://github.com/pytorch/pytorch/pull/73460,pytorch/pytorch,Disable TF32 in some linalg functions,1,https://github.com/pytorch/pytorch/issues/50453,#50453,3,,,2
383,https://github.com/pytorch/pytorch/pull/73460,pytorch/pytorch,Disable TF32 in some linalg functions,2,https://github.com/pytorch/pytorch/issues/44240,#44240,3,,,3
384,https://github.com/huggingface/transformers/pull/14353,huggingface/transformers,Wav2Vec2 meets phonemes,0,https://arxiv.org/abs/2109.11680,https://arxiv.org/abs/2109.11680,6,,,1
384,https://github.com/huggingface/transformers/pull/14353,huggingface/transformers,Wav2Vec2 meets phonemes,1,https://github.com/pytorch/fairseq/tree/main/examples/wav2vec#pre-trained-models,https://github.com/pytorch/fairseq/tree/main/examples/wav2vec#pre-trained-models,6,,,2
384,https://github.com/huggingface/transformers/pull/14353,huggingface/transformers,Wav2Vec2 meets phonemes,2,https://huggingface.co/patrickvonplaten/wav2vec2-xls-r-phoneme-300m-tr,https://huggingface.co/patrickvonplaten/wav2vec2-xls-r-phoneme-300m-tr,6,,,3
384,https://github.com/huggingface/transformers/pull/14353,huggingface/transformers,Wav2Vec2 meets phonemes,3,https://huggingface.co/patrickvonplaten/wav2vec2-xls-r-phoneme-300m-sv,https://huggingface.co/patrickvonplaten/wav2vec2-xls-r-phoneme-300m-sv,6,,,4
384,https://github.com/huggingface/transformers/pull/14353,huggingface/transformers,Wav2Vec2 meets phonemes,4,https://github.com/huggingface/transformers/tree/master/docs,documentation guidelines,6,,,5
384,https://github.com/huggingface/transformers/pull/14353,huggingface/transformers,Wav2Vec2 meets phonemes,5,https://github.com/huggingface/transformers/tree/master/docs#writing-source-documentation,here are tips on formatting docstrings,6,,,6
385,https://github.com/yt-dlp/yt-dlp/pull/6621,yt-dlp/yt-dlp,[youtube:tab] Detect looping feeds,0,https://github.com/yt-dlp/yt-dlp/issues/5555,#5555,4,,,1
385,https://github.com/yt-dlp/yt-dlp/pull/6621,yt-dlp/yt-dlp,[youtube:tab] Detect looping feeds,1,https://github.com/yt-dlp/yt-dlp/issues/5555#issuecomment-1482291174,#5555,4,,,2
385,https://github.com/yt-dlp/yt-dlp/pull/6621,yt-dlp/yt-dlp,[youtube:tab] Detect looping feeds,2,http://unlicense.org/,Unlicense,4,,,3
385,https://github.com/yt-dlp/yt-dlp/pull/6621,yt-dlp/yt-dlp,[youtube:tab] Detect looping feeds,3,https://github.com/yt-dlp/yt-dlp/pull/6621/files?diff=unified&w=0#diff-b7b9f6790de4427214b61939432e667d95b929d07fd918b9da1a36d7996cc506L4756-R4764,link,4,,,4
386,https://github.com/pytorch/pytorch/pull/170351,pytorch/pytorch,update,0,https://github.com/ezyang/ghstack,ghstack,3,,,3
386,https://github.com/pytorch/pytorch/pull/170351,pytorch/pytorch,update,1,https://github.com/pytorch/pytorch/issues/170352,#170352,3,,,2
386,https://github.com/pytorch/pytorch/pull/170351,pytorch/pytorch,update,2,https://github.com/pytorch/pytorch/issues/170351,#170351,3,,,1
387,https://github.com/mui/material-ui/pull/25630,mui/material-ui,[Select] Dispatch click event with same target of the mousedown event,0,https://github.com/mui/material-ui/issues/25578,#25578,3,,,1
387,https://github.com/mui/material-ui/pull/25630,mui/material-ui,[Select] Dispatch click event with same target of the mousedown event,1,https://github.com/mui/material-ui/issues/18655,#18655,3,,,2
387,https://github.com/mui/material-ui/pull/25630,mui/material-ui,[Select] Dispatch click event with same target of the mousedown event,2,https://codesandbox.io/s/datagrid-bug-demo-forked-ntsb3?file=/package.json,https://codesandbox.io/s/datagrid-bug-demo-forked-ntsb3?file=/package.json,3,,,3
388,https://github.com/pytorch/pytorch/pull/14915,pytorch/pytorch,[gloo] add gloo allgather support on GPU,0,https://github.com/pytorch/pytorch/issues/14915,#14915,5,,,1
388,https://github.com/pytorch/pytorch/pull/14915,pytorch/pytorch,[gloo] add gloo allgather support on GPU,1,https://our.internmc.facebook.com/intern/diff/D13266063/,:yellow_heart:,5,,,4
388,https://github.com/pytorch/pytorch/pull/14915,pytorch/pytorch,[gloo] add gloo allgather support on GPU,2,https://github.com/pytorch/pytorch/issues/14917,#14917,5,,,2
388,https://github.com/pytorch/pytorch/pull/14915,pytorch/pytorch,[gloo] add gloo allgather support on GPU,3,https://our.internmc.facebook.com/intern/diff/D13271560/,:yellow_heart:,5,,,3
388,https://github.com/pytorch/pytorch/pull/14915,pytorch/pytorch,[gloo] add gloo allgather support on GPU,4,https://our.internmc.facebook.com/intern/diff/D13266063/,D13266063,5,,,5
389,https://github.com/flutter/flutter/pull/125722,flutter/flutter,Roll Flutter Engine from 1ae848ce6b55 to 3835d975c8b0 (1 revision),0,https://github.com/flutter/engine/compare/1ae848ce6b55...3835d975c8b0,https://github.com/flutter/engine/compare/1ae848ce6b55...3835d975c8b0,6,,,5
389,https://github.com/flutter/flutter/pull/125722,flutter/flutter,Roll Flutter Engine from 1ae848ce6b55 to 3835d975c8b0 (1 revision),1,https://github.com/flutter/engine/issues/41526,flutter/engine#41526,6,,,1
389,https://github.com/flutter/flutter/pull/125722,flutter/flutter,Roll Flutter Engine from 1ae848ce6b55 to 3835d975c8b0 (1 revision),2,https://autoroll.skia.org/r/flutter-engine-flutter-autoroll,https://autoroll.skia.org/r/flutter-engine-flutter-autoroll,6,,,2
389,https://github.com/flutter/flutter/pull/125722,flutter/flutter,Roll Flutter Engine from 1ae848ce6b55 to 3835d975c8b0 (1 revision),3,https://github.com/flutter/flutter/issues/new/choose,https://github.com/flutter/flutter/issues/new/choose,6,,,3
389,https://github.com/flutter/flutter/pull/125722,flutter/flutter,Roll Flutter Engine from 1ae848ce6b55 to 3835d975c8b0 (1 revision),4,https://bugs.chromium.org/p/skia/issues/entry?template=Autoroller+Bug,https://bugs.chromium.org/p/skia/issues/entry?template=Autoroller+Bug,6,,,4
389,https://github.com/flutter/flutter/pull/125722,flutter/flutter,Roll Flutter Engine from 1ae848ce6b55 to 3835d975c8b0 (1 revision),5,https://skia.googlesource.com/buildbot/+doc/main/autoroll/README.md,https://skia.googlesource.com/buildbot/+doc/main/autoroll/README.md,6,,,6
390,https://github.com/pytorch/pytorch/pull/143601,pytorch/pytorch,remove allow-untyped-defs from torch/ao/quantization/experimental/APoT_tensor.py,0,https://github.com/ezyang/ghstack,ghstack,7,,,7
390,https://github.com/pytorch/pytorch/pull/143601,pytorch/pytorch,remove allow-untyped-defs from torch/ao/quantization/experimental/APoT_tensor.py,1,https://github.com/pytorch/pytorch/issues/143606,#143606,7,,,2
390,https://github.com/pytorch/pytorch/pull/143601,pytorch/pytorch,remove allow-untyped-defs from torch/ao/quantization/experimental/APoT_tensor.py,2,https://github.com/pytorch/pytorch/issues/143605,#143605,7,,,3
390,https://github.com/pytorch/pytorch/pull/143601,pytorch/pytorch,remove allow-untyped-defs from torch/ao/quantization/experimental/APoT_tensor.py,3,https://github.com/pytorch/pytorch/issues/143604,#143604,7,,,4
390,https://github.com/pytorch/pytorch/pull/143601,pytorch/pytorch,remove allow-untyped-defs from torch/ao/quantization/experimental/APoT_tensor.py,4,https://github.com/pytorch/pytorch/issues/143603,#143603,7,,,5
390,https://github.com/pytorch/pytorch/pull/143601,pytorch/pytorch,remove allow-untyped-defs from torch/ao/quantization/experimental/APoT_tensor.py,5,https://github.com/pytorch/pytorch/issues/143602,#143602,7,,,6
390,https://github.com/pytorch/pytorch/pull/143601,pytorch/pytorch,remove allow-untyped-defs from torch/ao/quantization/experimental/APoT_tensor.py,6,https://github.com/pytorch/pytorch/issues/143601,#143601,7,,,1
391,https://github.com/angular/angular/pull/47800,angular/angular,build: update babel dependencies,0,https://babel.dev/docs/en/next/babel-core,@babel/core,152,,,2
391,https://github.com/angular/angular/pull/47800,angular/angular,build: update babel dependencies,2,https://renovatebot.com/diffs/npm/@babel%2fcore/7.19.3/7.20.2,`7.19.3` -> `7.20.2`,152,,,1
391,https://github.com/angular/angular/pull/47800,angular/angular,build: update babel dependencies,3,https://babel.dev/docs/en/next/babel-generator,@babel/generator,152,,,4
391,https://github.com/angular/angular/pull/47800,angular/angular,build: update babel dependencies,5,https://renovatebot.com/diffs/npm/@babel%2fgenerator/7.19.5/7.20.4,`7.19.5` -> `7.20.4`,152,,,3
391,https://github.com/angular/angular/pull/47800,angular/angular,build: update babel dependencies,6,https://babel.dev/docs/en/next/babel-parser,@babel/parser,152,,,6
391,https://github.com/angular/angular/pull/47800,angular/angular,build: update babel dependencies,8,https://renovatebot.com/diffs/npm/@babel%2fparser/7.19.4/7.20.3,`7.19.4` -> `7.20.3`,152,,,5
391,https://github.com/angular/angular/pull/47800,angular/angular,build: update babel dependencies,11,https://renovatebot.com/diffs/npm/@babel%2fpreset-env/7.19.4/7.20.2,`7.19.4` -> `7.20.2`,152,,,7
392,https://github.com/microsoft/TypeScript/pull/30853,microsoft/typescript,Perform excess property checking on intersection and union members,0,https://github.com/microsoft/typescript/issues/28616,#28616,3,,,1
392,https://github.com/microsoft/TypeScript/pull/30853,microsoft/typescript,Perform excess property checking on intersection and union members,1,https://github.com/microsoft/typescript/issues/18075,#18075,3,,,2
392,https://github.com/microsoft/TypeScript/pull/30853,microsoft/typescript,Perform excess property checking on intersection and union members,2,https://github.com/microsoft/typescript/issues/13813,#13813,3,,,3
393,https://github.com/facebook/react/pull/14926,facebook/react,Fix sample ESLint configuration,0,https://eslint.org/docs/user-guide/configuring#configuring-rules,ESLint docs,5,,,1
393,https://github.com/facebook/react/pull/14926,facebook/react,Fix sample ESLint configuration,1,https://github.com/facebook/react,the repository,5,,,2
393,https://github.com/facebook/react/pull/14926,facebook/react,Fix sample ESLint configuration,2,https://github.com/prettier/prettier,prettier,5,,,3
393,https://github.com/facebook/react/pull/14926,facebook/react,Fix sample ESLint configuration,3,https://flowtype.org/,Flow,5,,,4
393,https://github.com/facebook/react/pull/14926,facebook/react,Fix sample ESLint configuration,4,https://reactjs.org/docs/how-to-contribute.html,https://reactjs.org/docs/how-to-contribute.html,5,,,5
394,https://github.com/rust-lang/rust/pull/145459,rust-lang/rust,"Stabilize BTree{Map,Set}::extract_if",0,https://github.com/rust-lang/rust/issues/70530,rust-lang/rust#70530,3,,,1
394,https://github.com/rust-lang/rust/pull/145459,rust-lang/rust,"Stabilize BTree{Map,Set}::extract_if",2,https://github.com/rust-lang/rust/issues/70530,rust-lang/rust#70530,3,,,2
394,https://github.com/rust-lang/rust/pull/145459,rust-lang/rust,"Stabilize BTree{Map,Set}::extract_if",1,https://github.com/rust-lang/rust/issues/70530#issuecomment-3191454465,#70530,3,,,3
395,https://github.com/kubernetes/kubernetes/pull/90022,kubernetes/kubernetes,Manual cherry pick of #89833: preserve integers decoding raw JSON values,0,https://github.com/kubernetes/kubernetes/issues/89833,#89833,3,,,1
395,https://github.com/kubernetes/kubernetes/pull/90022,kubernetes/kubernetes,Manual cherry pick of #89833: preserve integers decoding raw JSON values,1,https://github.com/kubernetes/kubernetes/issues/89833,#89833,3,,,2
395,https://github.com/kubernetes/kubernetes/pull/90022,kubernetes/kubernetes,Manual cherry pick of #89833: preserve integers decoding raw JSON values,2,https://git.k8s.io/community/contributors/devel/sig-release/cherry-picks.md,cherry pick requests,3,,,3
396,https://github.com/nodejs/node/pull/29197,nodejs/node,stream: fix multiple `destroy()` calls,0,https://github.com/nodejs/node/pull/29197#issuecomment-569037445,#29197,5,,,1
396,https://github.com/nodejs/node/pull/29197,nodejs/node,stream: fix multiple `destroy()` calls,1,https://github.com/nodejs/node/pull/29197#issuecomment-530549797~~,#29197,5,,,5
396,https://github.com/nodejs/node/pull/29197,nodejs/node,stream: fix multiple `destroy()` calls,2,https://github.com/nodejs/node/pull/20077,#20077,5,,,2
396,https://github.com/nodejs/node/pull/29197,nodejs/node,stream: fix multiple `destroy()` calls,3,https://github.com/nodejs/node/pull/28683,#28683,5,,,4
396,https://github.com/nodejs/node/pull/29197,nodejs/node,stream: fix multiple `destroy()` calls,4,https://github.com/nodejs/node/pull/20077,#20077,5,,,3
397,https://github.com/microsoft/vscode/pull/261296,microsoft/vscode,Add empty state message and create button for local chat sessions,0,https://gh.io/copilot/actions-setup-steps,Actions setup steps,3,,,1
397,https://github.com/microsoft/vscode/pull/261296,microsoft/vscode,Add empty state message and create button for local chat sessions,1,https://github.com/microsoft/vscode/settings/copilot/coding_agent,Copilot coding agent settings,3,,,2
397,https://github.com/microsoft/vscode/pull/261296,microsoft/vscode,Add empty state message and create button for local chat sessions,2,https://survey.alchemer.com/s3/8343779/Copilot-Coding-agent,here,3,,,3
398,https://github.com/godotengine/godot/pull/57760,godotengine/godot,Improve compilation time with include-what-you-use (`core` folder),0,https://include-what-you-use.org/,include-what-you-use,4,,,4
398,https://github.com/godotengine/godot/pull/57760,godotengine/godot,Improve compilation time with include-what-you-use (`core` folder),1,https://github.com/godotengine/godot/issues/57734,#57734,4,,,3
