pr_link,repo,pr_title,media_type,isGithub,links,link_count,link_index,link,label_word
https://github.com/AUTOMATIC1111/stable-diffusion-webui/pull/14721,AUTOMATIC1111/stable-diffusion-webui,Draft: hiresfix for img2img,text,True,"['https://github.com/AUTOMATIC1111/stable-diffusion-webui/issues/2213.', 'https://github.com/AUTOMATIC1111/stable-diffusion-webui/wiki/Contributing#code-style', 'https://github.com/AUTOMATIC1111/stable-diffusion-webui/wiki/Contributing', 'https://github.com/light-and-ray/sd-webui-replacer/blob/1b21be887c622cbe839cb2e0fc4620124cbe72ca/replacer/generate.py#L448C1-L448C10', 'https://github.com/AUTOMATIC1111/stable-diffusion-webui/wiki/Tests']",5,,,
https://github.com/AUTOMATIC1111/stable-diffusion-webui/pull/3197,AUTOMATIC1111/stable-diffusion-webui,Training UI Changes,text,True,"['https://github.com/dfaker/quick-ti-cropper', 'https://user-images.githubusercontent.com/35278260/196826448-9c4c16ed-a960-4505-b61a-26a7495e6d49.png', 'https://user-images.githubusercontent.com/35278260/196825954-626179e7-1a9b-4dd4-8f44-3e05c3eb1f0c.png', 'https://user-images.githubusercontent.com/35278260/196826206-56db1f15-4dbc-4f79-90dc-c395c3d6c465.png']",4,,,
https://github.com/AUTOMATIC1111/stable-diffusion-webui/pull/12713,AUTOMATIC1111/stable-diffusion-webui,add RNG source to XYZ,text,True,"['https://github.com/AUTOMATIC1111/stable-diffusion-webui/wiki/Contributing', 'https://github.com/AUTOMATIC1111/stable-diffusion-webui/wiki/Tests', 'https://github.com/AUTOMATIC1111/stable-diffusion-webui/assets/40751091/d135e24e-77f3-4dea-90d2-e1c6f8cec4f6', 'https://github.com/AUTOMATIC1111/stable-diffusion-webui/wiki/Contributing#code-style', 'https://github.com/AUTOMATIC1111/stable-diffusion-webui/assets/40751091/3dbff596-3bd6-45b5-ac2c-d853e93dfa69']",5,,,
https://github.com/ChatGPTNextWeb/NextChat/pull/6014,ChatGPTNextWeb/NextChat,chore(deps): bump @next/third-parties from 14.1.0 to 15.1.3,text,True,"['https://github.com/vercel/next.js/tree/HEAD/packages/third-parties', 'https://github.com/vercel/next.js/releases', 'https://github.com/vercel/next.js/tree/HEAD/packages/third-parties/issues/73900', 'https://github.com/vercel/next.js/tree/HEAD/packages/third-parties/issues/74154', 'https://github.com/unstubbable', 'https://github.com/ztanner', 'https://github.com/ztanner', 'https://github.com/ztanner', 'https://github.com/devjiwonchoi', 'https://github.com/vercel/next.js/tree/HEAD/packages/third-parties/issues/74338', 'https://github.com/leerob', 'https://github.com/vercel/next.js/commit/4cbaaa118d2138edd32263da0dc4b2ecb9ddbc2b', 'https://github.com/vercel/next.js/commit/dafcd43fac3ef9d0ffd94f9c94fd61db4449df25', 'https://github.com/vercel/next.js/commit/df392a1b9748d5e88eeffbab6ba9e00c0aa9473a', 'https://github.com/vercel/next.js/tree/HEAD/packages/third-parties/issues/74288', 'https://github.com/vercel/next.js/commit/4384c6834aee842dcd28b28f6aa476b0b86dae60', 'https://github.com/vercel/next.js/commit/2deb35d487f20d0e0459b29e313b8f2d4e793fde', 'https://github.com/vercel/next.js/commit/3970d33e6d4bb055a8596c2b6f7ddbcaa5ca55dc', 'https://github.com/vercel/next.js/commit/c824c183d064f2e3594b2f6dd5db55c134bf18da', 'https://github.com/vercel/next.js/commit/657c2cbd72ebf8f9a58edb4a7393c596246e3161', 'https://github.com/vercel/next.js/commit/c2078d0c05a03e9fde449a01ff2a10afbdad48bb', 'https://github.com/vercel/next.js/commit/6b9baaace0ddd75d9c95fe763298522ae93c9d50', 'https://github.com/vercel/next.js/commits/v15.1.3/packages/third-parties', 'https://redirect.github.com/vercel/next.js/pull/74117', 'https://docs.github.com/en/github/managing-security-vulnerabilities/about-dependabot-security-updates#about-compatibility-scores', 'https://redirect.github.com/vercel/next.js/pull/73937', 'https://redirect.github.com/vercel/next.js/pull/73908', 'https://dependabot-badges.githubapp.com/badges/compatibility_score?dependency-name=@next/third-parties&package-manager=npm_and_yarn&previous-version=14.1.0&new-version=15.1.3']",28,,,
https://github.com/ChatGPTNextWeb/NextChat/pull/2153,ChatGPTNextWeb/NextChat,chore(deps-dev): bump eslint-config-next from 13.2.3 to 13.4.7,text,True,"['https://github.com/vercel/next.js/releases', 'https://github.com/vercel/next.js/tree/HEAD/packages/eslint-config-next', 'https://github.com/vercel/next.js/tree/HEAD/packages/eslint-config-next/issues/51367', 'https://github.com/vercel/next.js/tree/HEAD/packages/eslint-config-next/issues/51378', 'https://github.com/vercel/next.js/tree/HEAD/packages/eslint-config-next/issues/51409', 'https://github.com/vercel/next.js/tree/HEAD/packages/eslint-config-next/issues/51503', 'https://github.com/vercel/next.js/tree/HEAD/packages/eslint-config-next/issues/51373', 'https://github.com/vercel/next.js/tree/HEAD/packages/eslint-config-next/issues/49942', 'https://github.com/vercel/next.js/tree/HEAD/packages/eslint-config-next/issues/49942', 'https://github.com/vercel/next.js/tree/HEAD/packages/eslint-config-next/issues/51413', 'https://github.com/vercel/next.js/tree/HEAD/packages/eslint-config-next/issues/51510', 'https://github.com/vercel/next.js/tree/HEAD/packages/eslint-config-next/issues/50830', 'https://github.com/vercel/next.js/tree/HEAD/packages/eslint-config-next/issues/51518', 'https://github.com/vercel/next.js/tree/HEAD/packages/eslint-config-next/issues/51538', 'https://github.com/vercel/next.js/tree/HEAD/packages/eslint-config-next/issues/51432', 'https://github.com/vercel/next.js/tree/HEAD/packages/eslint-config-next/issues/51557', 'https://github.com/vercel/next.js/tree/HEAD/packages/eslint-config-next/issues/51588', 'https://github.com/vercel/next.js/tree/HEAD/packages/eslint-config-next/issues/51552', 'https://github.com/vercel/next.js/tree/HEAD/packages/eslint-config-next/issues/51604', 'https://github.com/vercel/next.js/tree/HEAD/packages/eslint-config-next/issues/51353', 'https://github.com/vercel/next.js/tree/HEAD/packages/eslint-config-next/issues/51617', 'https://github.com/vercel/next.js/tree/HEAD/packages/eslint-config-next/issues/51506', 'https://github.com/vercel/next.js/tree/HEAD/packages/eslint-config-next/issues/51382', 'https://github.com/vercel/next.js/tree/HEAD/packages/eslint-config-next/issues/51403', 'https://github.com/vercel/next.js/tree/HEAD/packages/eslint-config-next/issues/51590', 'https://github.com/vercel/next.js/tree/HEAD/packages/eslint-config-next/issues/51489', 'https://github.com/vercel/next.js/tree/HEAD/packages/eslint-config-next/issues/51487', 'https://github.com/vercel/next.js/tree/HEAD/packages/eslint-config-next/issues/51457', 'https://github.com/vercel/next.js/tree/HEAD/packages/eslint-config-next/issues/51490', 'https://github.com/vercel/next.js/tree/HEAD/packages/eslint-config-next/issues/51501', 'https://github.com/vercel/next.js/tree/HEAD/packages/eslint-config-next/issues/51335', 'https://github.com/vercel/next.js/tree/HEAD/packages/eslint-config-next/issues/51440', 'https://github.com/vercel/next.js/tree/HEAD/packages/eslint-config-next/issues/51530', 'https://github.com/vercel/next.js/tree/HEAD/packages/eslint-config-next/issues/51437', 'https://github.com/vercel/next.js/tree/HEAD/packages/eslint-config-next/issues/51580', 'https://github.com/vercel/next.js/tree/HEAD/packages/eslint-config-next/issues/51517', 'https://github.com/vercel/next.js/tree/HEAD/packages/eslint-config-next/issues/51512', 'https://github.com/vercel/next.js/tree/HEAD/packages/eslint-config-next/issues/51582', 'https://github.com/vercel/next.js/tree/HEAD/packages/eslint-config-next/issues/51365', 'https://github.com/vercel/next.js/commit/4e5fef4f36b27fb7d3ae2b06ce4c53347e96363f', 'https://github.com/vercel/next.js/tree/HEAD/packages/eslint-config-next/issues/51051', 'https://github.com/vercel/next.js/tree/HEAD/packages/eslint-config-next/issues/49994', 'https://github.com/vercel/next.js/commit/3d23faa6cda08507ab96c2fe6576b9621372e17e', 'https://github.com/vercel/next.js/commit/c30f21fa7713015057d06067ee5c7f5270c98fff', 'https://github.com/vercel/next.js/commit/6dd06dbe4dafdc4679d940b5b5d004acdbf113a6', 'https://docs.github.com/en/github/managing-security-vulnerabilities/about-dependabot-security-updates#about-compatibility-scores', 'https://github.com/vercel/next.js/commit/cbb69b2cfc19d95cf914250f7c20d4d9a42e8bc5', 'https://github.com/vercel/next.js/commit/019ed1c39b255e7ed0176e94add52b1e7685063e', 'https://github.com/vercel/next.js/commit/ce4aa787e8fade5f8214817f8ad9db02ca807a95', 'https://github.com/vercel/next.js/commit/dde67aec5aa8d9df499152d1194b826cf86e967d', 'https://github.com/vercel/next.js/commit/c59c39a431c641aeef76f08d4048c1e039174f6f', 'https://github.com/vercel/next.js/commit/a3ef99acd9805dded24214c21ac9149952af73a7', 'https://github.com/vercel/next.js/commits/v13.4.7/packages/eslint-config-next', 'https://dependabot-badges.githubapp.com/badges/compatibility_score?dependency-name=eslint-config-next&package-manager=npm_and_yarn&previous-version=13.2.3&new-version=13.4.7']",54,,,
https://github.com/Significant-Gravitas/AutoGPT/pull/4007,Significant-Gravitas/AutoGPT,Update .env.template with additional instruction for sdwebui.,text,True,"['https://github.com/Significant-Gravitas/Auto-GPT-Plugin-Template', 'https://youtu.be/8-hSNHHbiZg', 'https://github.com/Significant-Gravitas/Auto-GPT/wiki/Contributing', 'http://host.docker.internal:7860']",4,,,
https://github.com/angular/angular/pull/47087,angular/angular,build: update eslint dependencies to v5.33.0,text,False,"['https://togithub.com/typescript-eslint/typescript-eslint/compare/v5.32.0...v5.33.0', 'https://renovatebot.com/diffs/npm/@typescript-eslint%2feslint-plugin/5.32.0/5.33.0', 'https://renovatebot.com/diffs/npm/@typescript-eslint%2fparser/5.32.0/5.33.0', 'https://togithub.com/typescript-eslint/typescript-eslint', 'https://togithub.com/typescript-eslint/typescript-eslint', 'https://togithub.com/typescript-eslint/typescript-eslint/issues/5428', 'https://togithub.com/typescript-eslint/typescript-eslint/blob/HEAD/packages/parser/CHANGELOG.md#&#8203;5330-httpsgithubcomtypescript-eslinttypescript-eslintcomparev5320v5330-2022-08-08', 'https://togithub.com/typescript-eslint/typescript-eslint/commit/5983e5ab3bfb94fec782bea54a37457fe31db545', 'https://togithub.com/typescript-eslint/typescript-eslint/issues/5417', 'https://togithub.com/typescript-eslint/typescript-eslint/blob/HEAD/packages/eslint-plugin/CHANGELOG.md#&#8203;5330-httpsgithubcomtypescript-eslinttypescript-eslintcomparev5320v5330-2022-08-08', 'https://togithub.com/typescript-eslint/typescript-eslint/commit/63cba5f4c1884e102927b3b14b18a00e96ac63a1', 'https://togithub.com/typescript-eslint/typescript-eslint/compare/v5.32.0...v5.33.0', 'https://togithub.com/typescript-eslint/typescript-eslint/commit/e03826f08ce8bfdd6d6702025d975cfb7d867097', 'https://togithub.com/typescript-eslint/parser', 'https://togithub.com/typescript-eslint/typescript-eslint/commit/d2394f810960fda07b9c8affd47b769d16f4b8cb', 'https://togithub.com/renovatebot/renovate', 'https://togithub.com/typescript-eslint/typescript-eslint/issues/5429', 'https://togithub.com/typescript-eslint/typescript-eslint/issues/5413']",18,,,
https://github.com/angular/angular/pull/56861,angular/angular,docs(forms): fix broken link to Forms package in API reference,text,True,"['https://github.com/angular/angular/blob/main/CONTRIBUTING.md#commit', 'https://angular.dev/api#forms', 'https://angular.dev/guide/forms/reactive-forms#reactive-forms-api-summary', 'https://angular.dev/api/forms']",4,,,
